ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
absidiole	apsidjOl	absidiole	NOM	f	s	0.00	0.07	0.00	0.07		1	1	1	9	8	VCCVCVVCV	VCCVCYVC	0	1	7	6	ap-si-djOl	3	VC-CV-CYVC	eloidisba	lOjdispa	ab-si-dio-le	NOM	16	25	3.75	3.6	absidiole	1
absinthant	aps5t@	absinther	VER			0.00	0.07	0.00	0.07	par:pre;	1	1	0	10	6	VCCVCCCVCC	VCCVCV	0	1	0	0	ap-s5-t@	3	VC-CV-CV	tnahtnisba	@t5spa	ab-sin-thant	VER			3.7	1.95	absinther	1
absinthe	aps5t	absinthe	NOM	f	s	1.28	2.91	1.28	2.91		1	1	1	8	5	VCCVCCCV	VCCVC	0	3	8	4	ap-s5t	2	VC-CVC	ehtnisba	t5spa	ab-sin-the	NOM	95	23	2.9	1.8	absinthe	1
absolu	apsoly	absolu	ADJ	m	s	17.25	34.39	8.55	16.42		2	6	1	6	6	VCCVCV	VCCVCV	0	0	6	6	ap-so-ly	3	VC-CV-CV	ulosba	ylospa	ab-so-lu	ADJ,NOM	100	15	2.5	2.7	absolu	1
absolu	apsoly	absolu	NOM	m	s	0.78	7.23	0.74	7.03		2	6	1	6	6	VCCVCV	VCCVCV	0	0	6	6	ap-so-ly	3	VC-CV-CV	ulosba	ylospa	ab-so-lu	ADJ,NOM	100	20	2.5	2.7	absolu	1
absolue	apsoly	absolu	ADJ	f	s	17.25	34.39	8.44	16.15		1	6	0	7	6	VCCVCVV	VCCVCV	2	0	0	6	ap-so-ly	3	VC-CV-CV	eulosba	ylospa	ab-so-lue	ADJ	100	15	2.25	2.7	absolu	1
absolues	apsoly	absolu	ADJ	f	p	17.25	34.39	0.20	1.01		1	6	0	8	6	VCCVCVVC	VCCVCV	1	0	0	6	ap-so-ly	3	VC-CV-CV	seulosba	ylospa	ab-so-lues	ADJ	100	15	2.4	2.7	absolu	1
absolument	apsolym@	absolument	ADV			89.79	63.45	89.79	63.45		1	1	1	10	8	VCCVCVCVCC	VCCVCVCV	0	0	7	7	ap-so-ly-m@	4	VC-CV-CV-CV	tnemulosba	@mylospa	ab-so-lu-ment	ADV			3.1	3.15	absolument	1
absolus	apsoly	absolu	ADJ	m	p	17.25	34.39	0.06	0.81		2	6	0	7	6	VCCVCVC	VCCVCV	1	0	0	6	ap-so-ly	3	VC-CV-CV	sulosba	ylospa	ab-so-lus	ADJ,NOM	100	15	2.3	2.7	absolu	1
absolus	apsoly	absolu	NOM	m	p	0.78	7.23	0.04	0.20		2	6	0	7	6	VCCVCVC	VCCVCV	1	0	0	6	ap-so-ly	3	VC-CV-CV	sulosba	ylospa	ab-so-lus	ADJ,NOM	100	20	2.3	2.7	absolu	1
absolution	apsolysj§	absolution	NOM	f	s	1.06	2.50	1.06	2.50		1	1	1	10	9	VCCVCVCVVC	VCCVCVCYV	0	0	9	7	ap-so-ly-sj§	4	VC-CV-CV-CYV	noitulosba	§jsylospa	ab-so-lu-tion	NOM	90	21	2.75	2.85	absolut-ion	2
absolutisme	apsolytizm	absolutisme	NOM	m	s	0.12	0.68	0.12	0.68		1	1	1	11	10	VCCVCVCVCCV	VCCVCVCVCC	0	0	9	7	ap-so-ly-tizm	4	VC-CV-CV-CVCC	emsitulosba	mzitylospa	ab-so-lu-tis-me	NOM	85	27	3.85	4.05	absolutisme	1
absolvaient	apsOlvE	absoudre	VER			2.66	3.72	0.00	0.07	ind:imp:3p;	1	2	0	11	7	VCCVCCVVVCC	VCCVCCV	0	1	0	0	ap-sOl-vE	3	VC-CVC-CV	tneiavlosba	EvlOspa	ab-sol-vaient	VER	100	19	2.75	2.7	absoudre	1
absolvait	apsOlvE	absoudre	VER			2.66	3.72	0.00	0.27	ind:imp:3s;	1	2	0	9	7	VCCVCCVVC	VCCVCCV	1	1	0	0	ap-sOl-vE	3	VC-CVC-CV	tiavlosba	EvlOspa	ab-sol-vait	VER	100	19	2.7	2.7	absoudre	1
absolvant	apsOlv@	absolvant	ADJ	m	s	0.00	0.14	0.00	0.14		1	1	1	9	7	VCCVCCVCC	VCCVCCV	2	1	6	5	ap-sOl-v@	3	VC-CVC-CV	tnavlosba	@vlOspa	ab-sol-vant	ADJ	21	19	2.6	2.65	absolvant	1
absolve	apsOlv	absoudre	VER			2.66	3.72	0.16	0.00	sub:pre:3s;	1	3	0	7	6	VCCVCCV	VCCVCC	1	0	0	0	ap-sOlv	2	VC-CVCC	evlosba	vlOspa	ab-sol-ve	VER	100	19	2.4	2.65	absoudre	1
absolvent	apsOlv	absoudre	VER			2.66	3.72	0.00	0.20	ind:pre:3p;	1	3	0	9	6	VCCVCCVCC	VCCVCC	1	0	0	0	ap-sOlv	2	VC-CVCC	tnevlosba	vlOspa	ab-sol-vent	VER	100	19	2.55	2.65	absoudre	1
absolves	apsOlv	absoudre	VER			2.66	3.72	0.01	0.00	sub:pre:2s;	1	3	0	8	6	VCCVCCVC	VCCVCC	1	0	0	0	ap-sOlv	2	VC-CVCC	sevlosba	vlOspa	ab-sol-ves	VER	100	19	2.5	2.65	absoudre	1
absorba	apsORba	absorber	VER			6.66	28.65	0.11	2.03	ind:pas:3s;	1	1	0	7	7	VCCVCCV	VCCVCCV	2	4	0	0	ap-sOR-ba	3	VC-CVC-CV	abrosba	abROspa	ab-sor-ba	VER	100	16	2.2	2.15	absorber	1
absorbables	apsORbabl	absorbable	ADJ	m	p	0.00	0.07	0.00	0.07		1	1	0	11	9	VCCVCCVCCVC	VCCVCCVCC	0	0	0	0	ap-sOR-babl	3	VC-CVC-CVCC	selbabrosba	lbabROspa	ab-sor-ba-bles	ADJ			3.35	2.95	absorber-able	2
absorbai	apsORbE	absorber	VER			6.66	28.65	0.00	0.07	ind:pas:1s;	1	4	0	8	7	VCCVCCVV	VCCVCCV	0	4	0	0	ap-sOR-bE	3	VC-CVC-CV	iabrosba	EbROspa	ab-sor-bai	VER	100	16	2.25	2	absorber	1
absorbaient	apsORbE	absorber	VER			6.66	28.65	0.04	0.68	ind:imp:3p;	1	4	0	11	7	VCCVCCVVVCC	VCCVCCV	0	4	0	0	ap-sOR-bE	3	VC-CVC-CV	tneiabrosba	EbROspa	ab-sor-baient	VER	100	16	2.6	2	absorber	1
absorbais	apsORbE	absorber	VER			6.66	28.65	0.00	0.27	ind:imp:1s;	1	4	0	9	7	VCCVCCVVC	VCCVCCV	1	4	0	0	ap-sOR-bE	3	VC-CVC-CV	siabrosba	EbROspa	ab-sor-bais	VER	100	16	2.35	2	absorber	1
absorbait	apsORbE	absorber	VER			6.66	28.65	0.20	3.11	ind:imp:3s;	1	4	0	9	7	VCCVCCVVC	VCCVCCV	2	4	0	0	ap-sOR-bE	3	VC-CVC-CV	tiabrosba	EbROspa	ab-sor-bait	VER	100	16	2.15	2	absorber	1
absorbant	apsORb@	absorbant	ADJ	m	s	0.14	1.35	0.08	0.81		3	4	1	9	7	VCCVCCVCC	VCCVCCV	2	4	8	7	ap-sOR-b@	3	VC-CVC-CV	tnabrosba	@bROspa	ab-sor-bant	ADJ,NOM,VER	96	32	2.1	2.15	absorbant	1
absorbant	apsORb@	absorbant	NOM	m	s	0.01	0.14	0.01	0.14		3	4	1	9	7	VCCVCCVCC	VCCVCCV	2	4	8	7	ap-sOR-b@	3	VC-CVC-CV	tnabrosba	@bROspa	ab-sor-bant	ADJ,NOM,VER	95	23	2.1	2.15	absorbant	1
absorbant	apsORb@	absorber	VER			6.66	28.65	0.06	0.95	par:pre;	3	4	0	9	7	VCCVCCVCC	VCCVCCV	2	4	8	7	ap-sOR-b@	3	VC-CVC-CV	tnabrosba	@bROspa	ab-sor-bant	ADJ,NOM,VER	100	16	2.1	2.15	absorber	1
absorbante	apsORb@t	absorbant	ADJ	f	s	0.14	1.35	0.04	0.27		1	2	0	10	8	VCCVCCVCCV	VCCVCCVC	1	0	0	0	ap-sOR-b@t	3	VC-CVC-CVC	etnabrosba	t@bROspa	ab-sor-ban-te	ADJ	96	32	2.6	2.5	absorbant	1
absorbantes	apsORb@t	absorbant	ADJ	f	p	0.14	1.35	0.01	0.20		1	2	0	11	8	VCCVCCVCCVC	VCCVCCVC	0	0	0	0	ap-sOR-b@t	3	VC-CVC-CVC	setnabrosba	t@bROspa	ab-sor-ban-tes	ADJ	96	32	2.95	2.5	absorbant	1
absorbants	apsORb@	absorbant	ADJ	m	p	0.14	1.35	0.01	0.07		1	4	0	10	7	VCCVCCVCCC	VCCVCCV	1	4	0	7	ap-sOR-b@	3	VC-CVC-CV	stnabrosba	@bROspa	ab-sor-bants	ADJ	96	32	2.5	2.15	absorbant	1
absorbe	apsORb	absorber	VER			6.66	28.65	1.61	3.38	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	2	0	7	6	VCCVCCV	VCCVCC	2	0	0	0	ap-sORb	2	VC-CVCC	ebrosba	bROspa	ab-sor-be	VER	100	16	1.85	1.9	absorber	1
absorbent	apsORb	absorber	VER			6.66	28.65	0.33	0.61	ind:pre:3p;	1	2	0	9	6	VCCVCCVCC	VCCVCC	1	0	0	0	ap-sORb	2	VC-CVCC	tnebrosba	bROspa	ab-sor-bent	VER	100	16	2.2	1.9	absorber	1
absorber	apsORbe	absorber	VER			6.66	28.65	1.86	4.53	inf;	1	10	1	8	7	VCCVCCVC	VCCVCCV	1	4	8	7	ap-sOR-be	3	VC-CVC-CV	rebrosba	ebROspa	ab-sor-ber	VER	100	16	2.05	2.25	absorber	1
absorbera	apsORb°Ra	absorber	VER			6.66	28.65	0.23	0.07	ind:fut:3s;	1	1	0	9	9	VCCVCCVCV	VCCVCCVCV	0	1	0	0	ap-sOR-b°-Ra	4	VC-CVC-CV-CV	arebrosba	aR°bROspa	ab-sor-be-ra	VER	100	16	2.45	3	absorber	1
absorberai	apsORb°RE	absorber	VER			6.66	28.65	0.02	0.00	ind:fut:1s;	1	3	0	10	9	VCCVCCVCVV	VCCVCCVCV	0	1	0	0	ap-sOR-b°-RE	4	VC-CVC-CV-CV	iarebrosba	ER°bROspa	ab-sor-be-rai	VER	100	16	2.65	2.8	absorber	1
absorberaient	apsORb°RE	absorber	VER			6.66	28.65	0.11	0.07	cnd:pre:3p;	1	3	0	13	9	VCCVCCVCVVVCC	VCCVCCVCV	0	1	0	0	ap-sOR-b°-RE	4	VC-CVC-CV-CV	tneiarebrosba	ER°bROspa	ab-sor-be-raient	VER	100	16	3.15	2.8	absorber	1
absorberait	apsORb°RE	absorber	VER			6.66	28.65	0.04	0.14	cnd:pre:3s;	1	3	0	11	9	VCCVCCVCVVC	VCCVCCVCV	0	1	0	0	ap-sOR-b°-RE	4	VC-CVC-CV-CV	tiarebrosba	ER°bROspa	ab-sor-be-rait	VER	100	16	2.65	2.8	absorber	1
absorbeur	apsORb9R	absorbeur	NOM	m	s	0.03	0.00	0.03	0.00		1	1	1	9	8	VCCVCCVVC	VCCVCCVC	0	1	8	7	ap-sOR-b9R	3	VC-CVC-CVC	ruebrosba	R9bROspa		NOM			2.7	2.4	absorber-eur	2
absorbez	apsORbe	absorber	VER			6.66	28.65	0.06	0.00	imp:pre:2p;ind:pre:2p;	1	10	0	8	7	VCCVCCVC	VCCVCCV	1	4	0	7	ap-sOR-be	3	VC-CVC-CV	zebrosba	ebROspa	ab-sor-bez	VER	100	16	2.25	2.25	absorber	1
absorbions	apsORbj§	absorber	VER			6.66	28.65	0.00	0.07	ind:imp:1p;	1	1	0	10	8	VCCVCCVVCC	VCCVCCYV	0	0	0	0	ap-sOR-bj§	3	VC-CVC-CYV	snoibrosba	§jbROspa	ab-sor-bions	VER	100	16	2.8	2.4	absorber	1
absorbons	apsORb§	absorber	VER			6.66	28.65	0.00	0.07	ind:pre:1p;	1	1	0	9	7	VCCVCCVCC	VCCVCCV	0	4	0	0	ap-sOR-b§	3	VC-CVC-CV	snobrosba	§bROspa	ab-sor-bons	VER	100	16	2.55	2.2	absorber	1
absorbèrent	apsORbER	absorber	VER			6.66	28.65	0.01	0.41	ind:pas:3p;	1	1	0	11	8	VCCVCCVCVCC	VCCVCCVC	0	1	0	0	ap-sOR-bER	3	VC-CVC-CVC	tnerèbrosba	REbROspa	ab-sor-bè-rent	VER	100	16	2.9	2.25	absorber	1
absorbé	apsORbe	absorber	VER	m	s	6.66	28.65	1.35	7.84	par:pas;	2	10	0	7	7	VCCVCCV	VCCVCCV	2	4	7	7	ap-sOR-be	3	VC-CVC-CV	ébrosba	ebROspa	ab-sor-bé	VER,ADJ	100	16	2.25	2.25	absorber	1
absorbé	apsORbe	absorbé	ADJ	m	s	0.28	3.72	0.18	2.30		2	10	1	7	7	VCCVCCV	VCCVCCV	2	4	7	7	ap-sOR-be	3	VC-CVC-CV	ébrosba	ebROspa	ab-sor-bé	VER,ADJ	100	12	2.25	2.25	absorbé	1
absorbée	apsORbe	absorber	VER	f	s	6.66	28.65	0.40	2.30	par:pas;	2	10	0	8	7	VCCVCCVV	VCCVCCV	1	4	0	7	ap-sOR-be	3	VC-CVC-CV	eébrosba	ebROspa	ab-sor-bée	VER,ADJ	100	16	2.25	2.25	absorber	1
absorbée	apsORbe	absorbé	ADJ	f	s	0.28	3.72	0.06	0.61		2	10	0	8	7	VCCVCCVV	VCCVCCV	1	4	0	7	ap-sOR-be	3	VC-CVC-CV	eébrosba	ebROspa	ab-sor-bée	VER,ADJ	100	12	2.25	2.25	absorbé	1
absorbées	apsORbe	absorber	VER	f	p	6.66	28.65	0.07	0.41	par:pas;	2	10	0	9	7	VCCVCCVVC	VCCVCCV	0	4	0	7	ap-sOR-be	3	VC-CVC-CV	seébrosba	ebROspa	ab-sor-bées	VER,ADJ	100	16	2.45	2.25	absorber	1
absorbées	apsORbe	absorbé	ADJ	f	p	0.28	3.72	0.03	0.34		2	10	0	9	7	VCCVCCVVC	VCCVCCV	0	4	0	7	ap-sOR-be	3	VC-CVC-CV	seébrosba	ebROspa	ab-sor-bées	VER,ADJ	100	12	2.45	2.25	absorbé	1
absorbés	apsORbe	absorber	VER	m	p	6.66	28.65	0.16	1.69	par:pas;	2	10	0	8	7	VCCVCCVC	VCCVCCV	1	4	0	7	ap-sOR-be	3	VC-CVC-CV	sébrosba	ebROspa	ab-sor-bés	VER,ADJ	100	16	2.2	2.25	absorber	1
absorbés	apsORbe	absorbé	ADJ	m	p	0.28	3.72	0.02	0.47		2	10	0	8	7	VCCVCCVC	VCCVCCV	1	4	0	7	ap-sOR-be	3	VC-CVC-CV	sébrosba	ebROspa	ab-sor-bés	VER,ADJ	100	12	2.2	2.25	absorbé	1
absorption	apsORpsj§	absorption	NOM	f	s	0.58	2.03	0.58	1.89		1	2	1	10	9	VCCVCCCVVC	VCCVCCCYV	0	0	6	6	ap-sOR-psj§	3	VC-CVC-CCYV	noitprosba	§jspROspa	ab-sorp-tion	NOM	100	24	2.85	3	absorpt-ion	2
absorptions	apsORpsj§	absorption	NOM	f	p	0.58	2.03	0.00	0.14		1	2	0	11	9	VCCVCCCVVCC	VCCVCCCYV	0	0	0	6	ap-sOR-psj§	3	VC-CVC-CCYV	snoitprosba	§jspROspa	ab-sorp-tions	NOM	100	24	2.8	3	absorpt-ion	2
absoudrai	apsudRE	absoudre	VER			2.66	3.72	0.01	0.00	ind:fut:1s;	1	2	0	9	7	VCCVVCCVV	VCCVCCV	0	0	0	0	ap-su-dRE	3	VC-CV-CCV	iarduosba	ERduspa	ab-sou-drai	VER	100	19	2.8	2.45	absoudre	1
absoudrait	apsudRE	absoudre	VER			2.66	3.72	0.14	0.14	cnd:pre:3s;	1	2	0	10	7	VCCVVCCVVC	VCCVCCV	0	0	0	0	ap-su-dRE	3	VC-CV-CCV	tiarduosba	ERduspa	ab-sou-drait	VER	100	19	2.85	2.45	absoudre	1
absoudre	apsudR	absoudre	VER			2.66	3.72	1.08	1.55	inf;	1	1	1	8	6	VCCVVCCV	VCCVCC	0	0	6	5	ap-sudR	2	VC-CVCC	erduosba	Rduspa	ab-sou-dre	VER	100	19	2.8	2.45	absoudre	1
absoudriez	apsudRije	absoudre	VER			2.66	3.72	0.01	0.07	cnd:pre:2p;	1	1	0	10	9	VCCVVCCVVC	VCCVCCVYV	0	0	0	0	ap-su-dRi-je	4	VC-CV-CCV-YV	zeirduosba	ejiRduspa	ab-sou-driez	VER	100	19	3.25	3.25	absoudre	1
absous	apsu	absoudre	VER	m		2.66	3.72	1.15	1.08	imp:pre:2s;ind:pre:1s;par:pas;par:pas;par:pas;	2	3	0	6	4	VCCVVC	VCCV	1	2	6	4	ap-su	2	VC-CV	suosba	uspa	ab-sous	VER,ADJ	100	19	1.9	1.85	absoudre	1
absous	apsu	absous	ADJ	m	s	0.02	0.68	0.02	0.68		2	3	1	6	4	VCCVVC	VCCV	1	2	6	4	ap-su	2	VC-CV	suosba	uspa	ab-sous	VER,ADJ	79	24	1.9	1.85	absous	1
absout	apsu	absoudre	VER			2.66	3.72	0.11	0.20	ind:pre:3s;	1	3	0	6	4	VCCVVC	VCCV	1	2	0	4	ap-su	2	VC-CV	tuosba	uspa	ab-sout	VER	100	19	2.05	1.85	absoudre	1
absoute	apsut	absoudre	VER	f	s	2.66	3.72	0.00	0.07	par:pas;	3	4	0	7	5	VCCVVCV	VCCVC	0	2	6	5	ap-sut	2	VC-CVC	etuosba	tuspa	ab-sou-te	VER,ADJ,NOM	100	19	2.1	1.85	absoudre	1
absoute	apsut	absoute	ADJ	f	s	0.00	0.07	0.00	0.07		3	4	1	7	5	VCCVVCV	VCCVC	0	2	6	5	ap-sut	2	VC-CVC	etuosba	tuspa	ab-sou-te	VER,ADJ,NOM	87	16	2.1	1.85	absoute	1
absoute	apsut	absoute	NOM	f	s	0.00	0.14	0.00	0.14		3	4	1	7	5	VCCVVCV	VCCVC	0	2	6	5	ap-sut	2	VC-CVC	etuosba	tuspa	ab-sou-te	VER,ADJ,NOM	61	26	2.1	1.85	absoute	1
absoutes	apsut	absoudre	VER	f	p	2.66	3.72	0.00	0.07	par:pas;	1	4	0	8	5	VCCVVCVC	VCCVC	0	2	0	5	ap-sut	2	VC-CVC	setuosba	tuspa	ab-sou-tes	VER	100	19	2.4	1.85	absoudre	1
abstenaient	apst°nE	abstenir	VER			4.52	8.78	0.00	0.07	ind:imp:3p;	1	3	0	11	7	VCCCVCVVVCC	VCCCVCV	0	4	0	0	ap-st°-nE	3	VC-CCV-CV	tneianetsba	En°tspa	abs-te-naient	VER	90	22	2.7	2.15	abstenir	1
abstenais	apst°nE	abstenir	VER			4.52	8.78	0.01	0.34	ind:imp:1s;	1	3	0	9	7	VCCCVCVVC	VCCCVCV	1	4	0	0	ap-st°-nE	3	VC-CCV-CV	sianetsba	En°tspa	abs-te-nais	VER	90	22	2.4	2.15	abstenir	1
abstenait	apst°nE	abstenir	VER			4.52	8.78	0.00	0.81	ind:imp:3s;	1	3	0	9	7	VCCCVCVVC	VCCCVCV	2	4	0	0	ap-st°-nE	3	VC-CCV-CV	tianetsba	En°tspa	abs-te-nait	VER	90	22	2.45	2.15	abstenir	1
abstenant	apst°n@	abstenir	VER			4.52	8.78	0.12	0.41	par:pre;	1	1	0	9	7	VCCCVCVCC	VCCCVCV	1	5	0	0	ap-st°-n@	3	VC-CCV-CV	tnanetsba	@n°tspa	abs-te-nant	VER	90	22	2.45	2	abstenir	1
abstenez	apst°ne	abstenir	VER			4.52	8.78	0.57	0.07	imp:pre:2p;ind:pre:2p;	1	1	0	8	7	VCCCVCVC	VCCCVCV	0	4	0	0	ap-st°-ne	3	VC-CCV-CV	zenetsba	en°tspa	abs-te-nez	VER	90	22	2.55	2.15	abstenir	1
absteniez	apst°nje	abstenir	VER			4.52	8.78	0.01	0.00	ind:imp:2p;	1	1	0	9	8	VCCCVCVVC	VCCCVCYV	0	1	0	0	ap-st°-nje	3	VC-CCV-CYV	zeinetsba	ejn°tspa	abs-te-niez	VER	90	22	2.7	2.4	abstenir	1
abstenions	apst°nj§	abstenir	VER			4.52	8.78	0.00	0.07	ind:imp:1p;	1	1	0	10	8	VCCCVCVVCC	VCCCVCYV	0	1	0	0	ap-st°-nj§	3	VC-CCV-CYV	snoinetsba	§jn°tspa	abs-te-nions	VER	90	22	2.75	2.3	abstenir	1
abstenir	apst°niR	abstenir	VER			4.52	8.78	1.80	2.77	inf;	1	1	1	8	8	VCCCVCVC	VCCCVCVC	0	0	7	5	ap-st°-niR	3	VC-CCV-CVC	rinetsba	Rin°tspa	abs-te-nir	VER	90	22	2.6	2.55	abstenir	1
abstenons	apst°n§	abstenir	VER			4.52	8.78	0.02	0.20	imp:pre:1p;ind:pre:1p;	1	1	0	9	7	VCCCVCVCC	VCCCVCV	0	4	0	0	ap-st°-n§	3	VC-CCV-CV	snonetsba	§n°tspa	abs-te-nons	VER	90	22	2.6	2.15	abstenir	1
abstention	apst@sj§	abstention	NOM	f	s	0.14	1.28	0.14	1.28		1	1	1	10	8	VCCCVCCVVC	VCCCVCYV	0	0	10	8	ap-st@-sj§	3	VC-CCV-CYV	noitnetsba	§js@tspa	abs-ten-tion	NOM	96	26	2.85	2.55	abstention	1
abstentionniste	apst@sjonist	abstentionniste	NOM		s	0.01	0.14	0.01	0.00		1	2	1	15	12	VCCCVCCVVCCVCCV	VCCCVCYVCVCC	0	0	11	8	ap-st@-sjo-nist	4	VC-CCV-CYV-CVCC	etsinnoitnetsba	tsinojs@tspa		NOM			5	4.35	abstentionniste	1
abstentionnistes	apst@sjonist	abstentionniste	NOM		p	0.01	0.14	0.00	0.14		1	2	0	16	12	VCCCVCCVVCCVCCVC	VCCCVCYVCVCC	0	0	0	8	ap-st@-sjo-nist	4	VC-CCV-CYV-CVCC	setsinnoitnetsba	tsinojs@tspa	abs-ten-tion-nis-tes	NOM			5.35	4.35	abstentionniste	1
abstenu	apst°ny	abstenir	VER	m	s	4.52	8.78	0.17	0.81	par:pas;	1	5	0	7	7	VCCCVCV	VCCCVCV	0	4	7	0	ap-st°-ny	3	VC-CCV-CV	unetsba	yn°tspa	abs-te-nu	VER	90	22	2.3	2.25	abstenir	1
abstenue	apst°ny	abstenir	VER	f	s	4.52	8.78	0.05	0.47	par:pas;	2	5	0	8	7	VCCCVCVV	VCCCVCV	1	4	0	0	ap-st°-ny	3	VC-CCV-CV	eunetsba	yn°tspa	abs-te-nue	VER,ADJ	90	22	2.35	2.25	abstenir	1
abstenue	apst°ny	abstenu	ADJ	f	s	0.01	0.00	0.01	0.00		2	5	0	8	7	VCCCVCVV	VCCCVCV	1	4	0	0	ap-st°-ny	3	VC-CCV-CV	eunetsba	yn°tspa	abs-te-nue	VER,ADJ			2.35	2.25	abstenu	1
abstenues	apst°ny	abstenir	VER	f	p	4.52	8.78	0.14	0.00	par:pas;	1	5	0	9	7	VCCCVCVVC	VCCCVCV	0	4	0	0	ap-st°-ny	3	VC-CCV-CV	seunetsba	yn°tspa	abs-te-nues	VER	90	22	2.35	2.25	abstenir	1
abstenus	apst°ny	abstenir	VER	m	p	4.52	8.78	0.00	0.14	par:pas;	1	5	0	8	7	VCCCVCVC	VCCCVCV	1	4	0	0	ap-st°-ny	3	VC-CCV-CV	sunetsba	yn°tspa	abs-te-nus	VER	90	22	2.25	2.25	abstenir	1
abstiendrai	apstj5dRE	abstenir	VER			4.52	8.78	0.04	0.00	ind:fut:1s;	1	4	0	11	9	VCCCVVCCCVV	VCCCYVCCV	1	2	0	0	ap-stj5-dRE	3	VC-CCYV-CCV	iardneitsba	ERd5jtspa	abs-tien-drai	VER	90	22	2.75	2.65	abstenir	1
abstiendraient	apstj5dRE	abstenir	VER			4.52	8.78	0.00	0.07	cnd:pre:3p;	1	4	0	14	9	VCCCVVCCCVVVCC	VCCCYVCCV	0	2	0	0	ap-stj5-dRE	3	VC-CCYV-CCV	tneiardneitsba	ERd5jtspa	abs-tien-draient	VER	90	22	3.15	2.65	abstenir	1
abstiendrais	apstj5dRE	abstenir	VER			4.52	8.78	0.03	0.00	cnd:pre:1s;	1	4	0	12	9	VCCCVVCCCVVC	VCCCYVCCV	1	2	0	0	ap-stj5-dRE	3	VC-CCYV-CCV	siardneitsba	ERd5jtspa	abs-tien-drais	VER	90	22	2.8	2.65	abstenir	1
abstiendrait	apstj5dRE	abstenir	VER			4.52	8.78	0.02	0.07	cnd:pre:3s;	1	4	0	12	9	VCCCVVCCCVVC	VCCCYVCCV	1	2	0	0	ap-stj5-dRE	3	VC-CCYV-CCV	tiardneitsba	ERd5jtspa	abs-tien-drait	VER	90	22	2.6	2.65	abstenir	1
abstiendras	apstj5dRa	abstenir	VER			4.52	8.78	0.01	0.07	ind:fut:2s;	1	1	0	11	9	VCCCVVCCCVC	VCCCYVCCV	1	2	0	0	ap-stj5-dRa	3	VC-CCYV-CCV	sardneitsba	aRd5jtspa	abs-tien-dras	VER	90	22	2.7	2.65	abstenir	1
abstiendrions	apstj5dRj§	abstenir	VER			4.52	8.78	0.00	0.14	cnd:pre:1p;	1	1	0	13	10	VCCCVVCCCVVCC	VCCCYVCCYV	0	0	0	0	ap-stj5-dRj§	3	VC-CCYV-CCYV	snoirdneitsba	§jRd5jtspa	abs-tien-drions	VER	90	22	3.3	3.5	abstenir	1
abstiendrons	apstj5dR§	abstenir	VER			4.52	8.78	0.12	0.00	ind:fut:1p;	1	2	0	12	9	VCCCVVCCCVCC	VCCCYVCCV	1	2	0	0	ap-stj5-dR§	3	VC-CCYV-CCV	snordneitsba	§Rd5jtspa	abs-tien-drons	VER	90	22	2.85	2.65	abstenir	1
abstiendront	apstj5dR§	abstenir	VER			4.52	8.78	0.12	0.00	ind:fut:3p;	1	2	0	12	9	VCCCVVCCCVCC	VCCCYVCCV	1	2	0	0	ap-stj5-dR§	3	VC-CCYV-CCV	tnordneitsba	§Rd5jtspa	abs-tien-dront	VER	90	22	2.85	2.65	abstenir	1
abstienne	apstjEn	abstenir	VER			4.52	8.78	0.02	0.07	sub:pre:1s;sub:pre:3s;	1	3	0	9	7	VCCCVVCCV	VCCCYVC	0	0	0	0	ap-stjEn	2	VC-CCYVC	enneitsba	nEjtspa	abs-tien-ne	VER	90	22	2.45	2.6	abstenir	1
abstiennent	apstjEn	abstenir	VER			4.52	8.78	0.02	0.20	ind:pre:3p;	1	3	0	11	7	VCCCVVCCVCC	VCCCYVC	0	0	0	0	ap-stjEn	2	VC-CCYVC	tnenneitsba	nEjtspa	abs-tien-nent	VER	90	22	2.75	2.6	abstenir	1
abstiennes	apstjEn	abstenir	VER			4.52	8.78	0.02	0.00	sub:pre:2s;	1	3	0	10	7	VCCCVVCCVC	VCCCYVC	0	0	0	0	ap-stjEn	2	VC-CCYVC	senneitsba	nEjtspa	abs-tien-nes	VER	90	22	2.6	2.6	abstenir	1
abstiens	apstj5	abstenir	VER			4.52	8.78	0.84	0.14	imp:pre:2s;ind:pre:1s;ind:pre:2s;	1	2	0	8	6	VCCCVVCC	VCCCYV	1	0	0	0	ap-stj5	2	VC-CCYV	sneitsba	5jtspa	abs-tiens	VER	90	22	2.4	2.4	abstenir	1
abstient	apstj5	abstenir	VER			4.52	8.78	0.17	0.34	ind:pre:3s;	1	2	0	8	6	VCCCVVCC	VCCCYV	1	0	0	0	ap-stj5	2	VC-CCYV	tneitsba	5jtspa	abs-tient	VER	90	22	2.05	2.4	abstenir	1
